   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,mh,psy,rtcc,rtca,ores,ph,omh,cmhc,msnh,ipt,cft,gt,cbt,dbt,bmt,idd,tt,at,ect,ptm,tele,smon,smpd,smop,hi,res,phdt,op,pvt,vamc,sma,osg,lmg,tbg,ih,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,cit,wi,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,hv,trma,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,chld,yad,adlt,snr,itu,pvtp,pvtn,fqhc,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Sunrise Services Inc,Everett 1718 Broadway,1718 Broadway,,Everett,WA,98201,,Snohomish,425-595-5200,,,,http://,47.9942845,-122.2015439,MH,2018-01-30 14:22:23.981,1,,,,,,1,,,1,,1,1,1,1,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,,1,1,,1,,1,,1,1,,,,,,1,1,,,,,1,,,,,,,,,,1,,,,,,,,1,,,,,1,,1,,,,,,,,,1,,,,1,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Health,Cliff Bailey Center,3322 Broadway Street,,Everett,WA,98201,,Snohomish,425-349-6800,,888-693-7200,,http://www.compasshealth.org,47.9728876,-122.2018214,MH,2018-05-08 14:47:53.185,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,,,,,,,,,1,1,1,1,,1,,,,1,1,,1,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,1,1,1,,1,1,,,1,,1,,,,,1,1,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Catholic Community Services,,1918 Everett Avenue,,Everett,WA,98201,,Snohomish,425-257-2111,,,425-374-6358,http://www.ccsww.org,47.98164,-122.2032403,MH,2018-09-05 12:34:49.158,1,,,,,,1,,,1,,,,,,,1,,,1,,,1,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,1,,1,,1,,,,,,,,1,,,,,,,1,,,,,,,1,1,,1,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Family Service Association,Clinic Department,21250 Box Springs Road,Suite 104,Moreno Valley,CA,92557,,Riverside,951-686-1096,,951-369-8036,,http://fsaca.org,33.9469768,-117.2916352,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,,1,,1,,,,1,,1,,,,,1,,,,,,,,1,1,,1,1,,1,1,,,1,1,,,,,,1,,1,1,,,,,,,,,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Crest,,555 Technology Court,,Riverside,CA,92507,,Riverside,951-686-8500,,714-543-5437,,http://www.olivecrest.org,34.000664,-117.323608,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,1,1,,,1,,1,,,,,,1,,,,,,,,,1,1,,,,1,1,1,,1,1,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,,1,1,,,1,,,1,,,,,,,1,,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Northshore Youth and Family Services,,19201 120th Avenue NE,Suite 108,Bothell,WA,98011,9523,King,425-485-6541 x106,,425-485-6541 x100,,http://,47.7670442,-122.1812081,MH,2018-09-18 10:55:56.33,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,,,1,,,,,,1,,,,,,,,1,1,,1,1,1,1,1,,,,1,1,1,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,,,1,,,,,,,1,1,1,,,,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Consejo Counseling and Referral Servs,,13343 Belred Road,Suite 110,Bellevue,WA,98005,,King,206-461-4880,,,,http://consejocounseling.org,47.6219766,-122.1621743,MH,2017-08-21 15:07:21.091,1,,,,,,1,,,1,1,1,1,1,1,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,1,1,1,,,,,,,1,,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueprints,,13010 NE 20th Street,Suite 200,Bellevue,WA,98005,,King,425-644-6328 x1314,,,425-644-6328 x1335,http://www.mosaicrehab.com/blueprints,47.6290798,-122.1664113,MH,2017-08-29 14:38:54.372,1,,,,,,1,,,1,1,,1,1,1,,,,,,,1,,,,,,1,,,,,,,,1,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sea Mar Behavioral Health,Community Healthcare,5007 Claremont Way,,Everett,WA,98203,,Snohomish,425-609-5505,,,,http://www.seamarchc.org,47.9514713,-122.2119657,MH,2018-09-05 12:39:13.032,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,,,,,,,,1,1,,1,1,1,1,,,,1,1,,,,1,,1,,1,1,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,1,1,,1,,,,,1,1,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,
Sea Mar Behavioral Health/Bellevue,Sea Mar Community Health Centers,12835 Bel Red Road,"Building 100, Suite 145",Bellevue,WA,98005,,King,425-460-7114,,,,http://www.seamar.org,47.6207719,-122.1685232,MH,2018-05-08 14:26:33.495,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,,,,,,,,1,1,,1,1,1,1,,,,1,1,,1,,1,,1,1,1,1,,,,,,,,,,,,,1,,,,,,,,1,,,1,1,,1,,,1,,,,,1,1,,,,,,,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Sunrise Services Inc,Sedro Wooley,10210 Collins Road,,Sedro Woolley,WA,98284,,Skagit,425-493-5800,,,,http://www.sunrisecommunityliving.com,48.4971645,-122.2808299,MH,2018-01-30 13:08:19.296,1,,,,,,1,,,1,,1,,,1,,1,,,1,1,,1,,,,,1,,,,,,,,1,1,,,,,1,,1,,,1,,1,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,,1,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Health,,4526 Federal Avenue,Building 1,Everett,WA,98203,,Snohomish,425-349-8480,,,,http://www.compasshealth.org,47.9576495,-122.217741,MH,2018-09-04 13:35:58.922,1,,,,,,,1,,1,1,1,1,,,1,,1,,1,,,1,,,,,1,,,,,,,,1,1,,,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,1,,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Compass Health,Child and Family Clinic,4526 Federal Avenue,Building 9,Everett,WA,98203,,Snohomish,425-349-8300,Intakes,888-693-7200,425-212-3900,http://compasshealth.org,47.9576495,-122.217741,MH,2018-03-16 12:23:49.204,1,,,,,,,1,,1,1,1,1,,1,,1,1,,1,,,1,,,,,1,,,,,,,,,1,1,,1,,1,,,,,1,,1,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,1,,,,,,,1,1,1,,,1,,,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside University Health System,Western Adult,769 West Blaine Street,Suite B,Riverside,CA,92507,,Riverside,951-358-4705,,,,http://www.rcdmh.org/,33.9837394,-117.3273862,MH,2018-07-10 12:08:20.113,1,,,,,,1,,,1,,1,1,1,,,1,,,1,,,1,,,,,1,,,,,1,,,1,1,,,1,,,,,,1,,,,,1,1,,,1,1,,,1,,,,,,,,,,1,,,,,,,,1,,,,,,1,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside University Health System,Perris MH Clinic,1688 North Perris Boulevard,Suites L7-11,Perris,CA,92571,4709,Riverside,951-443-2200,,,,http://www.rcdmh.org/,33.8026501,-117.2284073,MH,2018-07-10 12:07:27.575,1,,,,,,1,,,1,,1,1,1,,,1,,,1,,,1,,,,,1,,,,,1,,,1,1,,,1,,,,,,,,,,,1,1,,,1,1,,,1,,,,,,,,,,1,,,,,,,,1,,1,,,,1,,1,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Riverside University Health System,Rustin Wellness and Recovery Clinic,2085 Rustin Avenue,,Riverside,CA,92507,,Riverside,951-509-2400,,,,http://,33.9931066,-117.33649,MH,2018-07-10 12:06:37.613,1,,,,,,1,,,1,,1,1,,,,1,,,1,,,1,,,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,1,1,,,1,1,,,,,,,,,1,,,,1,,,,,,,,1,,1,,,,1,,1,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Community Support Services,Perris,555 North Perris Boulevard,,Perris,CA,92571,,Riverside,951-436-5300,,951-436-5366,,http://,33.791313,-117.225229,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,,1,,1,,,1,,1,,,,,,1,,,,,,,,,1,,,,,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,1,,,1,1,,1,,,,1,1,,,,,,1,,1,,,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Carson Valley Medical Center,Vitality for LIfe,1107 Highway 395,,Gardnerville,NV,89410,,Douglas,775-782-1500,,775-782-1599,,http://www.carsonvalleymedicalcenter.org,38.9187699,-119.7199728,MH,2017-02-27 11:25:37,1,,,,,1,,,,1,,1,1,1,1,1,1,,,1,,1,,,,,1,1,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,,,,,,,,,,,,,1,,1,1,1,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Olive Crest,Community Mental Health Agency,2500 116th Avenue NE,Suite 1,Bellevue,WA,98004,1435,King,425-598-2556,,425-462-1612 x1360,,http://www.olivecrest.org/pnw,47.6325823,-122.1851779,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,,1,,1,,1,1,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,1,,,,,,1,,,,,,,,,,,,1,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle Childrens Hospital,Bellevue Psychiatry at Overlake,1135 116th Avenue NE,,Bellevue,WA,98004,,King,206-987-2164,,206-987-2164 x2,,http://,47.6213393,-122.1868604,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,,1,1,1,1,,,,,1,,1,,,,,1,1,,,,,,,,1,1,,1,1,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Overlake Hospital Medical Center,Behavioral Medicine,1035 116th Avenue NE,,Bellevue,WA,98004,,King,425-688-5000,Intakes,425-688-5691,425-688-5175,http://overlakehospital.org,47.621295,-122.187906,MH,2017-02-27 11:25:37,1,1,,,,,,,,,,1,1,,,,,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,1,1,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,,1,1,,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Bluestone Recovery Inc,,1660 Chicago Avenue,Suite M-11,Riverside,CA,92507,,Riverside,951-823-0540,,,,http://www.Bluestonerecovery.com,33.996235,-117.3478187,MH,2017-02-27 11:25:37,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,,,,,1,,,1,1,1,,,,,,,,1,,,,1,,,,,,,,,,,1,,1,,,1,,,1,1,,1,1,,1,1,1,,,,1,,,,,1,1,,,1,,1,,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BHC Fairfax Hospital,,10200 NE 132nd Street,,Kirkland,WA,98034,,King,425-821-2000,,425-284-8300,,http://www.fairfaxhospital.com/,47.719417,-122.204254,MH,2017-02-27 11:25:37,1,1,,,,,,,,1,1,1,1,1,1,1,1,1,,1,,1,,,1,,1,1,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,,,1,1,,,1,,,,1,,,,,,,,,1,1,,,,,,,,1,,,,,,1,,,,,1,,1,1,,,,,,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
THIRA Health LLC,,400 108th Avenue NE,Suite 402,Bellevue,WA,98004,,King,425-454-1199,,,,http://www.thirahealth.com,47.6141376,-122.1955313,MH,2018-05-29 16:34:05.313,1,,,,,1,,,,1,1,1,1,1,1,,1,1,,1,,,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,1,1,,,,,,1,,1,,1,,,,,1,,1,,,,,1,1,1,1,1,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,
Sunrise Services Inc,Mount Vernon College Way,2500 East College Way,,Mount Vernon,WA,98273,,Skagit,360-399-7400,Intakes,360-336-3762,866-634-3039,http://www.sunrisecommunityliving.com,48.4353714,-122.3089854,MH,2018-02-06 11:25:58.77,1,,,,,,,1,,1,,1,1,1,,1,1,,,1,1,,1,,,,,1,,,,,,,,1,1,,1,,,1,,,,,1,,1,,,,1,1,1,,,,1,,,,,,,,1,,,,1,,,,,1,1,,,1,,,,1,1,,,,,1,1,1,1,1,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rural Clinics Community MH Centers,Douglas Mental Health Center,1528 U.S. Highway 395 North,Suite 100,Gardnerville,NV,89410,,Douglas,775-782-3671,,,,http://dpbh.nv.gov,38.9463351,-119.7564923,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,,,,,1,,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,,,,1,1,1,1,1,1,,,,1,,,,,,,,1,1,1,,1,,,,,1,1,,,1,1,,1,1,,,,,,1,1,1,,1,,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
County of San Bernardino DBH,Vista Counseling Center,17053 Foothill Boulevard,Building B,Fontana,CA,92335,3574,San Bernardino,909-347-1300,,,,http://wp.sbcounty.gov/dbh/,34.105663,-117.432826,MH,2017-08-15 12:08:20.526,1,,,,,,,1,,1,1,1,1,,,,,,,1,,,1,,,,,1,,,,,1,,,,,1,1,,,1,1,,,1,1,,1,,,1,,1,1,1,,,,,,,,,,,,1,1,,,,1,,,,1,,1,,,,1,,,,,,,1,,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
King Cnty Sexual Assault Res Ctr,,200 Mill Avenue South,Suite 10,Renton,WA,98057,,King,425-226-5062,,,,http://www.kcsarc.org,47.4812206,-122.2017392,MH,2018-03-30 14:11:20.666,1,,,,,,1,,,1,,1,1,,,,1,,,1,,1,,,,,,1,,,,,,,,1,1,,1,1,,,1,,,1,1,,,,,,,1,1,1,,,,,,,,,,,1,,,,1,,,,,,1,,,,,1,1,,,,1,,,,1,,,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Renton Area Youth/Family Services,,1025 South 3rd Street,Suite B,Renton,WA,98057,,King,425-271-5600,,,,http://www.rays.org,47.4795199,-122.2033779,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,1,1,1,,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,,1,1,,1,1,1,1,1,1,1,1,1,,,1,1,,1,,,,1,,,,,,,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,1,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Cities,Renton ,221 Wells Avenue South,,Renton,WA,98057,2258,King,253-833-7444,,,,http://www.valleycities.org,47.4803668,-122.2058207,MH,2018-07-24 15:39:06.458,1,,,,,,,1,,1,1,1,1,1,,1,1,,,1,,1,,,,,,1,,,,,,,,1,1,1,,1,1,,,,,1,1,,,,1,,,,1,,,,1,1,1,,,,1,,1,1,1,,1,,1,,,1,1,1,1,1,1,,1,1,1,,,,1,,1,1,1,,,1,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Loma Linda University,Behavioral Medicine Center,28078 Baxter Road,Suite 230,Murrieta,CA,92563,,Riverside,951-290-6530,,,,http://www.llubmc.org,33.6147405,-117.1671734,MH,2018-01-26 15:23:38.852,1,,,,,1,,,,1,1,1,1,1,1,1,1,,,1,,,1,,,,1,,,,,,,,,1,,1,,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake Whatcom Residential and,Treatment Center,3400 Agate Heights Road,,Bellingham,WA,98226,,Whatcom,360-676-6000 x210,,360-676-6000,,http://www.lwrtc.org,48.7650517,-122.3696688,MH,2017-02-27 11:25:37,1,,,1,,,,,,,,,,,1,1,,1,,1,,,1,,,1,,1,,,,,,,,1,1,1,,,,1,,,,,1,1,1,1,1,,,,,,,,1,,1,,,,1,1,,,1,,1,,,,,,1,1,,1,,1,,1,,1,,1,1,1,1,,1,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pioneer Human Services,Skagit County Crisis Center,201 Lila Lane,,Burlington,WA,98233,,Skagit,360-757-7738,,,,http://www.pioneerhumanservices.org,48.4680095,-122.3382177,MH,2018-03-08 10:01:30.274,1,,,1,,,,,,1,,1,1,,,,1,,,1,,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,1,,1,,,1,1,,,,1,1,1,,,,1,1,1,,1,,1,1,,1,,,1,,1,,,1,,,,,,,,,,1,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Health,Mt Vernon Child and Family Services,1005 South 3rd Street,,Mount Vernon,WA,98273,,Skagit,360-419-3600,,888-693-7200,,http://www.compasshealth.org,48.415349,-122.3369102,MH,2018-05-08 14:49:47.504,1,,,,,,,1,,1,1,1,1,,1,,1,1,,1,1,,1,,,,,1,,,,,,,,,1,1,1,1,,1,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,1,1,1,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Compass Health,Skagit County,1100 South 2nd Street,2nd Street Building,Mount Vernon,WA,98273,,Skagit,360-419-3500,,888-693-7200,,http://www.compasshealth.org,48.4145651,-122.3375368,MH,2018-08-07 12:43:11.852,1,,,,,,,1,,1,1,1,1,1,1,,1,1,,1,1,,1,,,,,1,,,,,,,,,1,1,1,1,,,,,,,1,,1,,1,1,,,1,,,,,,,,,,,,,,1,,,,,,,1,1,1,,1,,,1,,1,,,,,1,1,1,1,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Skamania County Community Health,,710 SW Rock Creek Drive,,Stevenson,WA,98648,,Skamania,509-427-3850,,,,http://www.skamaniacounty.org,45.692822,-121.894337,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,1,,,1,,,1,,,,,1,,,,,1,,,1,1,1,1,1,,1,1,1,,1,1,,1,,1,1,,,1,,,,1,1,,,1,1,1,1,1,1,1,,1,,1,,1,,1,,,1,1,,1,,1,,,1,,,,1,1,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Family Therapy and Recovery PS,,15 South Grady Way,Suite 249,Renton,WA,98057,,King,253-220-9452,,,,http://WWW.FAMILYTHERAPYRECOVERY.COM,47.469273,-122.2153306,MH,2017-04-27 10:33:44,1,,,,,,1,,,1,1,1,1,1,,,1,,,1,1,,1,,,,,1,,,,,,,,1,,,1,1,,,,,,,,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,1,,,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisters In Common,,15 South Grady Way,Suite 310,Renton,WA,98057,,King,206-726-0430,,,,http://www.sistersincommon.org,47.469273,-122.2153306,MH,2017-08-14 15:14:50.3,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,,1,,1,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,,,1,1,,1,,1,1,,,,1,1,1,,,,1,,1,1,1,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,
Colemans Family Services LLC,,15 South Grady Way,Suite 241,Renton,WA,98057,,King,206-478-8446,,425-235-9386,,http://www.coleman'sfamilyservices.com,47.4692642,-122.2153717,MH,2018-09-05 12:35:04.058,1,,,,,,1,,,1,1,1,,,1,,1,,,,,,1,,,,,1,,,,,,,,1,1,1,1,1,,,1,,,,1,,,,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,1,,1,,,1,,,1,,,,1,,,1,1,1,1,1,,,,,,1,,,,,,,,,,,1,,,,,,1,,,,,
Compass Health,Mukilteo Evaluation/Treatment Center,10710 Mukilteo Speedway,,Mukilteo,WA,98275,,Snohomish,425-349-8888,Intakes,425-212-3900,844-822-7609,http://www.compasshealth.org,47.9005261,-122.2930147,MH,2018-08-07 12:42:53.667,1,1,,,,,,,,1,1,1,1,,1,,1,1,,1,,1,,,1,,,,,,,,,,,1,1,1,1,1,,1,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,1,,,,,1,,1,1,1,,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,,,,,1,,1,,,,,
Ryther Outpatient Services/Mukilteo,,315 Lincoln Avenue,Suite C-1,Mukilteo,WA,98275,,Snohomish,206-525-5050,,206-517-0234,,http://www.ryther.org,47.945746,-122.303673,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,1,,1,1,1,1,1,,,,,1,,,,,,1,,,,,,,,1,1,,1,1,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,1,1,,,1,,,,,,1,,,,,,1,,,,,,,,1,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Steps Mental Health SPC,,12199 Village Center Place,Suite 203,Mukilteo,WA,98275,,Snohomish,425-588-8438,,,,http://www.basicsteps.life,47.8874623,-122.2959651,MH,2018-07-24 15:36:31.159,1,,,,,1,,,,1,1,1,1,1,,1,1,1,,,,,1,,,,1,1,,,,,,,,1,,,,1,,,,,,,,,,,,,1,,,,,,1,1,,,,,1,1,1,,,,1,,1,,,,,,,1,,,,,,,,,,,1,,,,,1,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Valley Cities,Auburn Clinic,2704 I Street NE,,Auburn,WA,98002,,King,253-833-7444,,253-939-4055,,http://www.valleycities.org,47.3309765,-122.2188084,MH,2018-07-24 15:34:26.432,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,1,,,,,,,,1,1,1,,1,1,1,1,,,1,1,,,1,1,1,,,1,1,,,1,1,,,,,1,,,1,1,,1,,1,,,1,1,1,1,1,1,,1,1,,1,,,,,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sound,Auburn,4238 Auburn Way North,,Auburn,WA,98002,,King,253-876-7600,,206-302-2300,,http://www.smh.org,47.3453613,-122.2216404,MH,2018-07-24 15:32:49.059,1,,,,,,1,,,1,1,1,1,,,1,1,,,1,1,1,,,,,,1,,,,,,,,1,1,1,1,1,,1,,1,,,1,,,,1,,1,,,,,,1,,,,,1,1,,,,,,,,,,,1,1,,1,1,,,,1,,,,,,,1,,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific Grove Hospital,,5900 Brockton Avenue,,Riverside,CA,92506,,Riverside,951-330-3649,,,,http://www.pacificgrovehospital.com/,33.9623028,-117.3953037,MH,2018-04-05 14:58:57.939,1,1,,,,,,,,1,,1,1,,1,,1,1,,1,,,1,,1,,1,1,,,,,,,,1,,1,,1,1,1,1,,,,1,1,1,,1,1,,,1,1,,,,,1,1,,,,,1,,1,,1,,,,,,,,,,1,1,1,,,,,1,,1,1,1,,,,1,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rancho West CRT,,3686 Pacific Avenue,,Riverside,CA,92509,,Riverside,951-801-2913,,,,http://,34.0055606,-117.4196861,MH,2018-09-05 12:29:07.936,1,,,1,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,1,,,,1,,,,,1,,,1,,,,,,,,1,,1,,1,,,,,,1,,1,,1,1,1,1,1,,,1,1,1,1,1,,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Ukrainian Community Center of WA,,13470 Martin Luther King Way South,,Seattle,WA,98178,,King,425-430-8229,Intakes,425-430-8229 x4,425-430-8227 x4,http://www.uccwa.org,47.482438,-122.245445,MH,2017-02-27 11:25:37,1,,,,,,1,,,1,,,1,1,,,1,,,,,1,,,,,,1,,,,,,,,1,1,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,1,,1,,,,1,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,
Catholic Community Services,Tukwila/Family Behavioral Health Sys,651 Strander Boulevard,Suite B-110,Seattle,WA,98188,,King,253-850-2500,,,,http://www.ccsww.org,47.4550323,-122.2450204,MH,2018-05-08 14:29:44.092,1,,,,,,1,,,1,1,1,1,1,1,,1,1,,1,,,1,,,,,1,,,,,,,,1,1,,,1,1,,1,,,,1,,,,,,,,1,1,,,,,,,,,,,1,1,,,1,,,,,,1,,,1,,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
Compass Health,Lynnwood Child and Family Clinic,4807 196th Street SW,Suite 100,Lynnwood,WA,98036,,Snohomish,425-774-4269,Intakes,425-212-3900,425-349-8200,http://www.compasshealth.org,47.8214555,-122.2982759,MH,2018-05-08 14:36:37.463,1,,,,,,,1,,1,1,1,1,1,,,1,1,,1,,,1,,,,,1,,,,,,,,,1,1,,1,,1,1,,,1,,,,,,,,,1,,,,,1,,,1,1,,1,1,1,1,,1,,1,,,,1,,,1,,,1,,,,,,,1,,,,,,,,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Kent Youth/Family Services,,232 2nd Avenue South,,Kent,WA,98032,,King,253-859-0300,,,,http://www.kyfs.org,47.380016,-122.234431,MH,2017-02-27 11:25:37,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,1,,1,,,,,,1,,,,,,,,1,1,,1,1,,1,1,1,,1,1,1,1,,,,1,,1,1,,,1,1,,,,,,,1,,,,1,,,,,1,1,,,1,,,1,,,,,1,,,1,,,1,,,,1,1,,,,,1,1,,,,,,1,,,,,,,,,,,,1,,,,,,
