County Name,Rate or Count,Type of Drug Class,Type of Rate or Count Measure,Time Measure,Year,Time Period,Quarter Date Start,County Code Number,County Code Text,State FIPS Code,County FIPS Code,Latitude/Longitude
PIKE,7550,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,2320,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,28823,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,6160,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,55,55,42,109,"(40.7711373692, -77.0725596804)"
SOMERSET,13499,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,584,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,5475,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,6810,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,6738,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,10320,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,7483,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,46746,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,63,63,42,125,"(40.1910966345, -80.2518008276)"
WAYNE,10039,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,64,64,42,127,"(41.6496980525, -75.3051535022)"
WESTMORELAND,94975,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,65,65,42,129,"(40.3103149985, -79.471341176)"
WYOMING,4865,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,66,66,42,131,"(41.5189248803, -76.0181300338)"
YORK,66800,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,67,67,42,133,"(39.9219253124, -76.7257605231)"
ADAMS,11009,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,1,1,42,1,"(39.8720956503, -77.2222427076)"
ALLEGHENY,273915,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,11440,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,34805,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,7285,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,5,5,42,9,"(40.0073753643, -78.4911647381)"
BERKS,55353,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,6,6,42,11,"(40.4193963513, -75.9307732705)"
BLAIR,34756,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,11016,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUCKS,94867,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,9,9,42,17,"(40.335011331, -75.1129124111)"
BUTLER,38356,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,31523,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,995,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,12,12,42,23,"(41.4388026531, -78.2091693241)"
CARBON,10194,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,13,13,42,25,"(40.9193670081, -75.7110703866)"
CENTRE,16254,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,62911,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,6041,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,14662,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,7751,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,13095,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,20678,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,40482,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,43743,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,91683,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,5786,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,56776,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,31266,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,702,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,23314,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,2459,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,6851,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,5575,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,21138,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,10373,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,2970,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,55063,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,74495,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,17839,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,24019,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,64635,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,67616,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,24282,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,8585,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,42,42,42,83,"(41.810370736, -78.5712201998)"
MERCER,27153,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,9220,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,27319,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,135501,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,5603,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,48166,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,48,48,42,95,"(40.754595404, -75.3126372576)"
NORTHUMBERLAND,18556,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,49,49,42,97,"(40.8515092572, -76.7118842273)"
PENNSYLVANIA,2233279,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,0,0,42,0,"(39.346129, -75.167756)"
PERRY,5542,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,50,50,42,99,"(40.4041531744, -77.2590738496)"
PHILADELPHIA,243220,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,51,51,42,101,"(40.0044435384, -75.140236002)"
BUCKS,105171,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,9,9,42,17,"(40.335011331, -75.1129124111)"
PIKE,6679,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,2270,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,26277,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,5686,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,55,55,42,109,"(40.7711373692, -77.0725596804)"
SOMERSET,11724,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,584,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,5054,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,6214,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,6351,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,9360,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,6718,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,36600,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,63,63,42,125,"(40.1910966345, -80.2518008276)"
WAYNE,8975,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,64,64,42,127,"(41.6496980525, -75.3051535022)"
WESTMORELAND,77730,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,65,65,42,129,"(40.3103149985, -79.471341176)"
WYOMING,4709,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,66,66,42,131,"(41.5189248803, -76.0181300338)"
YORK,61510,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q3,7/1/2017,67,67,42,133,"(39.9219253124, -76.7257605231)"
ADAMS,11769,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,1,1,42,1,"(39.8720956503, -77.2222427076)"
ALLEGHENY,316322,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,14463,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,38848,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,7129,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,5,5,42,9,"(40.0073753643, -78.4911647381)"
BERKS,58492,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,6,6,42,11,"(40.4193963513, -75.9307732705)"
BLAIR,39715,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,7,7,42,13,"(40.4855502384, -78.349076871)"
BRADFORD,12078,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,8,8,42,15,"(41.7911781401, -76.5182562384)"
BUTLER,43539,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,10,10,42,19,"(40.9108318483, -79.9171177889)"
CAMBRIA,37502,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,11,11,42,21,"(40.4912749067, -78.7189417385)"
CAMERON,936,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,12,12,42,23,"(41.4388026531, -78.2091693241)"
CARBON,12127,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,13,13,42,25,"(40.9193670081, -75.7110703866)"
CENTRE,18666,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,14,14,42,27,"(40.9193135008, -77.8250011212)"
CHESTER,67059,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,15,15,42,29,"(39.9748705566, -75.7562649818)"
CLARION,6407,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,16,16,42,31,"(41.1927912877, -79.4248360769)"
CLEARFIELD,15395,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,17,17,42,33,"(41.0004290024, -78.4755834299)"
CLINTON,9703,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,18,18,42,35,"(41.2328627374, -77.6428376046)"
COLUMBIA,13780,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,19,19,42,37,"(41.0491208559, -76.4100217975)"
CRAWFORD,22264,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,20,20,42,39,"(41.6854690692, -80.1132108295)"
CUMBERLAND,42270,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,21,21,42,41,"(40.167598388, -77.268662705)"
DAUPHIN,45606,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,22,22,42,43,"(40.4197463597, -76.7796056802)"
DELAWARE,98449,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,23,23,42,45,"(39.9165786652, -75.4062771212)"
ELK,7006,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,24,24,42,47,"(41.4281941606, -78.6494771322)"
ERIE,59268,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,25,25,42,49,"(41.9941378702, -80.0407591036)"
FAYETTE,36161,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,26,26,42,51,"(39.919447803, -79.6518963464)"
FOREST,717,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,27,27,42,53,"(41.5135787577, -79.2378099483)"
FRANKLIN,24942,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,28,28,42,55,"(39.9278619704, -77.7239884483)"
FULTON,2846,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,29,29,42,57,"(39.9248751086, -78.1148504535)"
GREENE,7712,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,30,30,42,59,"(39.8548039342, -80.2294381655)"
HUNTINGDON,6091,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,31,31,42,61,"(40.4161050032, -77.9827661036)"
INDIANA,22288,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,32,32,42,63,"(40.6529549748, -79.0933349286)"
JEFFERSON,11091,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,33,33,42,65,"(41.1313909115, -79.0010181419)"
JUNIATA,3359,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,34,34,42,67,"(40.5343300836, -77.405775001)"
LACKAWANNA,69409,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,35,35,42,69,"(41.4391006428, -75.6121834524)"
LANCASTER,75217,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,36,36,42,71,"(40.0459079619, -76.2513876838)"
LAWRENCE,20080,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,37,37,42,73,"(40.9932503514, -80.3375411446)"
LEBANON,23291,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,38,38,42,75,"(40.3675970024, -76.4618257486)"
LEHIGH,69244,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,39,39,42,77,"(40.6146479416, -75.6009948118)"
LUZERNE,78552,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,40,40,42,79,"(41.1783643884, -75.991996098)"
LYCOMING,26788,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,41,41,42,81,"(41.3445979226, -77.069424568)"
MCKEAN,8955,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,42,42,42,83,"(41.810370736, -78.5712201998)"
MERCER,30021,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,43,43,42,85,"(41.302377765, -80.2600941079)"
MIFFLIN,10497,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,44,44,42,87,"(40.6127492804, -77.6200308901)"
MONROE,28280,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,45,45,42,89,"(41.0609178653, -75.3408360302)"
MONTGOMERY,145415,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,46,46,42,91,"(40.209898739, -75.3725200072)"
MONTOUR,5640,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,47,47,42,93,"(41.0280182438, -76.6647052668)"
NORTHAMPTON,48596,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,48,48,42,95,"(40.754595404, -75.3126372576)"
NORTHUMBERLAND,20178,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,49,49,42,97,"(40.8515092572, -76.7118842273)"
PENNSYLVANIA,2452682,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,0,0,42,0,"(39.346129, -75.167756)"
PERRY,5779,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,50,50,42,99,"(40.4041531744, -77.2590738496)"
PHILADELPHIA,256628,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,51,51,42,101,"(40.0044435384, -75.140236002)"
PIKE,7255,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,52,52,42,103,"(41.332571995, -75.0327092448)"
POTTER,2227,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,53,53,42,105,"(41.7442064382, -77.8987922939)"
SCHUYLKILL,28753,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,54,54,42,107,"(40.707512431, -76.223323851)"
SNYDER,5960,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,55,55,42,109,"(40.7711373692, -77.0725596804)"
SOMERSET,13170,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,56,56,42,111,"(39.9714629901, -79.0310020611)"
SULLIVAN,561,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,57,57,42,113,"(41.4480993958, -76.5147922046)"
SUSQUEHANNA,5818,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,58,58,42,115,"(41.8205685982, -75.8025030296)"
TIOGA,6460,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,59,59,42,117,"(41.7733383358, -77.2578807579)"
UNION,6632,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,60,60,42,119,"(40.9647313096, -77.0641580308)"
VENANGO,9952,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,61,61,42,121,"(41.4034125863, -79.7628656104)"
WARREN,7352,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,62,62,42,123,"(41.8167523652, -79.278581578)"
WASHINGTON,46225,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,63,63,42,125,"(40.1910966345, -80.2518008276)"
WAYNE,9805,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,64,64,42,127,"(41.6496980525, -75.3051535022)"
WESTMORELAND,91842,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,65,65,42,129,"(40.3103149985, -79.471341176)"
WYOMING,4517,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,66,66,42,131,"(41.5189248803, -76.0181300338)"
YORK,64412,Opioids (All Schedules),Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,67,67,42,133,"(39.9219253124, -76.7257605231)"
ADAMS,10852,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,1,1,42,1,"(39.8720956503, -77.2222427076)"
ALLEGHENY,268349,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,2,2,42,3,"(40.4673554298, -79.9861984282)"
ARMSTRONG,11042,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,3,3,42,5,"(40.8150952555, -79.4731689893)"
BEAVER,33340,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,4,4,42,7,"(40.6834924548, -80.3510735648)"
BEDFORD,6379,Opioids (All Schedules) - excluding Buprenorphine,Number of Dispensations,Quarterly Counts,2017,2017 Q4,10/1/2017,5,5,42,9,"(40.0073753643, -78.4911647381)"
